time_s,n_slow_v,n_fast_v,n_bg_v,vdd_healthy_v
0.000000000000e+00,-2.855580759657e-03,1.477812629782e-03,-1.377768129874e-03,1.098622231870e+00
2.500000000000e-10,-2.979822328257e-03,-2.367400714356e-03,-5.347223042613e-03,1.094652776957e+00
5.000000000000e-10,-3.104063896857e-03,-8.759954273202e-04,-3.980059324177e-03,1.096019940676e+00
7.500000000000e-10,-3.228305465457e-03,-2.989291106078e-03,-6.217596571535e-03,1.093782403428e+00
1.000000000000e-09,-3.352547034057e-03,1.138526986775e-04,-3.238694335380e-03,1.096761305665e+00
1.250000000000e-09,-3.476788602657e-03,-7.039721090228e-04,-4.180760711680e-03,1.095819239288e+00
1.500000000000e-09,-3.601030171257e-03,2.687206998642e-03,-9.138231726159e-04,1.099086176827e+00
1.750000000000e-09,-3.725271739858e-03,1.945469501378e-03,-1.779802238480e-03,1.098220197762e+00
2.000000000000e-09,-3.849513308458e-03,1.583164258343e-03,-2.266349050115e-03,1.097733650950e+00
2.250000000000e-09,-3.973754877058e-03,-4.646869525925e-04,-4.438441829650e-03,1.095561558170e+00
2.500000000000e-09,-4.097996445658e-03,1.017672807253e-03,-3.080323638405e-03,1.096919676362e+00
2.750000000000e-09,-3.679476719453e-03,7.362456402909e-04,-2.943231079162e-03,1.097056768921e+00
3.000000000000e-09,-3.260956993249e-03,2.606734919753e-03,-6.542220734951e-04,1.099345777927e+00
3.250000000000e-09,-2.842437267044e-03,1.096974795156e-03,-1.745462471887e-03,1.098254537528e+00
3.500000000000e-09,-2.423917540839e-03,2.383689898614e-03,-4.022764222464e-05,1.099959772358e+00
3.750000000000e-09,-2.005397814634e-03,-1.536090040543e-03,-3.541487855177e-03,1.096458512145e+00
4.000000000000e-09,-1.586878088430e-03,-1.499806492883e-03,-3.086684581313e-03,1.096913315419e+00
4.250000000000e-09,-1.168358362225e-03,-2.523690175589e-03,-3.692048537814e-03,1.096307951462e+00
4.500000000000e-09,-7.498386360201e-04,1.663575379875e-04,-5.834810980327e-04,1.099416518902e+00
4.750000000000e-09,-3.313189098154e-04,1.156715332720e-03,8.253964229045e-04,1.100825396423e+00
5.000000000000e-09,8.720081638935e-05,-2.540835449720e-04,-1.668827285826e-04,1.099833117271e+00
5.250000000000e-09,-2.947880721657e-04,-2.899910896475e-03,-3.194698968641e-03,1.096805301031e+00
5.500000000000e-09,-6.767769607208e-04,1.962803022974e-03,1.286026062253e-03,1.101286026062e+00
5.750000000000e-09,-1.058765849276e-03,-7.432303096583e-04,-1.801996158934e-03,1.098198003841e+00
6.000000000000e-09,-1.440754737831e-03,2.021839603454e-03,5.810848656236e-04,1.100581084866e+00
6.250000000000e-09,-1.822743626386e-03,1.727706433587e-03,-9.503719279931e-05,1.099904962807e+00
6.500000000000e-09,-2.204732514941e-03,1.744454131684e-03,-4.602783832568e-04,1.099539721617e+00
6.750000000000e-09,-2.586721403496e-03,2.635323841027e-03,4.860243753075e-05,1.100048602438e+00
7.000000000000e-09,-2.968710292051e-03,-9.686607522155e-04,-3.937371044267e-03,1.096062628956e+00
7.250000000000e-09,-3.350699180606e-03,2.343125068609e-03,-1.007574111997e-03,1.098992425888e+00
7.500000000000e-09,-3.732688069161e-03,-2.675362231617e-03,-6.408050300778e-03,1.093591949699e+00
7.750000000000e-09,-3.547741017420e-03,-2.721788138458e-05,-3.574958898804e-03,1.096425041101e+00
8.000000000000e-09,-3.362793965678e-03,1.169196266828e-03,-2.193597698850e-03,1.097806402301e+00
8.250000000000e-09,-3.177846913936e-03,-2.036238616988e-03,-5.214085530925e-03,1.094785914469e+00
8.500000000000e-09,-2.992899862195e-03,2.029641400868e-03,-9.632584613266e-04,1.099036741539e+00
8.750000000000e-09,-2.807952810453e-03,-2.782045963627e-03,-5.589998774080e-03,1.094410001226e+00
9.000000000000e-09,-2.623005758711e-03,-2.818745540416e-03,-5.441751299127e-03,1.094558248701e+00
9.250000000000e-09,-2.438058706970e-03,-2.840871541824e-03,-5.278930248793e-03,1.094721069751e+00
9.500000000000e-09,-2.253111655228e-03,-4.301514786084e-04,-2.683263133836e-03,1.097316736866e+00
9.750000000000e-09,-2.068164603486e-03,1.900506095380e-03,-1.676585081061e-04,1.099832341492e+00
1.000000000000e-08,-1.883217551745e-03,1.565862196764e-03,-3.173553549812e-04,1.099682644645e+00
1.025000000000e-08,-2.117646261072e-03,-2.506093484610e-03,-4.623739745682e-03,1.095376260254e+00
1.050000000000e-08,-2.352074970400e-03,-2.298887223987e-04,-2.581963692799e-03,1.097418036307e+00
1.075000000000e-08,-2.586503679728e-03,1.782245922418e-03,-8.042577573094e-04,1.099195742243e+00
1.100000000000e-08,-2.820932389055e-03,1.152360381098e-03,-1.668572007957e-03,1.098331427992e+00
1.125000000000e-08,-3.055361098383e-03,-9.280128565445e-04,-3.983373954927e-03,1.096016626045e+00
1.150000000000e-08,-3.289789807710e-03,-2.055134160683e-03,-5.344923968393e-03,1.094655076032e+00
1.175000000000e-08,-3.524218517038e-03,-2.151117223917e-03,-5.675335740955e-03,1.094324664259e+00
1.200000000000e-08,-3.758647226366e-03,2.156888539131e-03,-1.601758687235e-03,1.098398241313e+00
1.225000000000e-08,-3.993075935693e-03,-4.980383276619e-04,-4.491114263355e-03,1.095508885737e+00
1.250000000000e-08,-4.227504645021e-03,-6.737558762936e-05,-4.294880232650e-03,1.095705119767e+00
1.275000000000e-08,-3.616828810161e-03,-4.490534610178e-04,-4.065882271179e-03,1.095934117729e+00
1.300000000000e-08,-3.006152975301e-03,4.568188587497e-04,-2.549334116551e-03,1.097450665883e+00
1.325000000000e-08,-2.395477140441e-03,-3.000000000000e-03,-5.395477140441e-03,1.094604522860e+00
1.350000000000e-08,-1.784801305581e-03,-3.000000000000e-03,-4.784801305581e-03,1.095215198694e+00
1.375000000000e-08,-1.174125470721e-03,-1.628441204078e-03,-2.802566674799e-03,1.097197433325e+00
1.400000000000e-08,-5.634496358612e-04,2.192595968770e-03,1.629146332908e-03,1.101629146333e+00
1.425000000000e-08,4.722619899877e-05,-2.798555713354e-03,-2.751329514355e-03,1.097248670486e+00
1.450000000000e-08,6.579020338587e-04,1.142600375149e-03,1.800502409008e-03,1.101800502409e+00
1.475000000000e-08,1.268577868719e-03,-2.327201931481e-03,-1.058624062763e-03,1.098941375937e+00
1.500000000000e-08,1.879253703579e-03,-2.761257747999e-05,1.851641126099e-03,1.101851641126e+00
1.525000000000e-08,1.526079447893e-03,2.669962423296e-03,4.196041871190e-03,1.104196041871e+00
1.550000000000e-08,1.172905192208e-03,8.371705192562e-04,2.010075711464e-03,1.102010075711e+00
1.575000000000e-08,8.197309365225e-04,1.525573680929e-03,2.345304617452e-03,1.102345304617e+00
1.600000000000e-08,4.665566808372e-04,2.252009879784e-03,2.718566560621e-03,1.102718566561e+00
1.625000000000e-08,1.133824251518e-04,3.061700777224e-04,4.195525028742e-04,1.100419552503e+00
1.650000000000e-08,-2.397918305336e-04,1.121071449042e-03,8.812796185084e-04,1.100881279619e+00
1.675000000000e-08,-5.929660862189e-04,-6.223070833533e-04,-1.215273169572e-03,1.098784726830e+00
1.700000000000e-08,-9.461403419043e-04,1.216076348876e-03,2.699360069722e-04,1.100269936007e+00
1.725000000000e-08,-1.299314597590e-03,-2.382585923397e-03,-3.681900520987e-03,1.096318099479e+00
1.750000000000e-08,-1.652488853275e-03,1.188174057622e-03,-4.643147956531e-04,1.099535685204e+00
1.775000000000e-08,-1.664404881022e-03,1.371990078964e-03,-2.924148020584e-04,1.099707585198e+00
