time_s,n_slow_v,n_fast_v,n_bg_v,vdd_healthy_v
0.000000000000e+00,1.101283648373e-03,2.571715794160e-03,3.672999442533e-03,1.103672999443e+00
2.500000000000e-10,1.291289987932e-03,-4.058620852226e-06,1.287231367079e-03,1.101287231367e+00
5.000000000000e-10,1.481296327490e-03,2.838029039726e-03,4.319325367215e-03,1.104319325367e+00
7.500000000000e-10,1.671302667048e-03,2.047771372248e-03,3.719074039296e-03,1.103719074039e+00
1.000000000000e-09,1.861309006606e-03,-5.290438171183e-04,1.332265189487e-03,1.101332265189e+00
1.250000000000e-09,2.051315346164e-03,-2.903548772227e-03,-8.522334260627e-04,1.099147766574e+00
1.500000000000e-09,2.241321685722e-03,-2.123145997773e-03,1.181756879491e-04,1.100118175688e+00
1.750000000000e-09,2.431328025280e-03,-3.744160003882e-04,2.056912024892e-03,1.102056912025e+00
2.000000000000e-09,2.621334364838e-03,1.915644661423e-03,4.536979026261e-03,1.104536979026e+00
2.250000000000e-09,2.811340704396e-03,1.412322029971e-03,4.223662734368e-03,1.104223662734e+00
2.500000000000e-09,3.001347043954e-03,4.416356579249e-04,3.442982701879e-03,1.103442982702e+00
2.750000000000e-09,2.780870866604e-03,6.930905298756e-04,3.473961396480e-03,1.103473961396e+00
3.000000000000e-09,2.560394689254e-03,-6.100994820613e-04,1.950295207193e-03,1.101950295207e+00
3.250000000000e-09,2.339918511904e-03,1.045773167037e-03,3.385691678942e-03,1.103385691679e+00
3.500000000000e-09,2.119442334555e-03,-6.103375105420e-04,1.509104824013e-03,1.101509104824e+00
3.750000000000e-09,1.898966157205e-03,-9.980321194681e-05,1.799162945258e-03,1.101799162945e+00
4.000000000000e-09,1.678489979855e-03,-6.664125548266e-04,1.012077425028e-03,1.101012077425e+00
4.250000000000e-09,1.458013802505e-03,-9.381785071856e-04,5.198352953191e-04,1.100519835295e+00
4.500000000000e-09,1.237537625155e-03,-2.147183038608e-03,-9.096454134534e-04,1.099090354587e+00
4.750000000000e-09,1.017061447805e-03,2.293864729279e-04,1.246447920733e-03,1.101246447921e+00
5.000000000000e-09,7.965852704549e-04,1.916288546984e-03,2.712873817439e-03,1.102712873817e+00
5.250000000000e-09,5.125015108974e-04,-6.284419971121e-04,-1.159404862147e-04,1.099884059514e+00
5.500000000000e-09,2.284177513399e-04,-1.789953997620e-03,-1.561536246280e-03,1.098438463754e+00
5.750000000000e-09,-5.566600821764e-05,-1.789623216457e-03,-1.845289224674e-03,1.098154710775e+00
6.000000000000e-09,-3.397497677752e-04,-7.956404431529e-04,-1.135390210928e-03,1.098864609789e+00
6.250000000000e-09,-6.238335273327e-04,-5.133538812793e-04,-1.137187408612e-03,1.098862812591e+00
6.500000000000e-09,-9.079172868902e-04,-1.645626437921e-03,-2.553543724811e-03,1.097446456275e+00
6.750000000000e-09,-1.192001046448e-03,-1.712421575430e-03,-2.904422621878e-03,1.097095577378e+00
7.000000000000e-09,-1.476084806005e-03,1.276921209614e-03,-1.991635963908e-04,1.099800836404e+00
7.250000000000e-09,-1.760168565563e-03,2.532425975985e-03,7.722574104221e-04,1.100772257410e+00
7.500000000000e-09,-2.044252325120e-03,9.620903981980e-04,-1.082161926922e-03,1.098917838073e+00
7.750000000000e-09,-1.995829601920e-03,-1.530089973086e-03,-3.525919575006e-03,1.096474080425e+00
8.000000000000e-09,-1.947406878720e-03,2.389316054823e-03,4.419091761024e-04,1.100441909176e+00
8.250000000000e-09,-1.898984155520e-03,-7.888314667855e-05,-1.977867302199e-03,1.098022132698e+00
8.500000000000e-09,-1.850561432320e-03,1.121889507859e-04,-1.738372481534e-03,1.098261627518e+00
8.750000000000e-09,-1.802138709120e-03,-2.217665280361e-03,-4.019803989482e-03,1.095980196011e+00
9.000000000000e-09,-1.753715985920e-03,-8.235925443107e-04,-2.577308530231e-03,1.097422691470e+00
9.250000000000e-09,-1.705293262720e-03,-1.230720629653e-03,-2.936013892373e-03,1.097063986108e+00
9.500000000000e-09,-1.656870539520e-03,-1.342580057212e-03,-2.999450596733e-03,1.097000549403e+00
9.750000000000e-09,-1.608447816320e-03,8.001717813900e-04,-8.082760349304e-04,1.099191723965e+00
1.000000000000e-08,-1.560025093120e-03,2.710194517175e-03,1.150169424055e-03,1.101150169424e+00
